Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Mar,1995,Tuesday,Male,30,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1995,Monday,Female,40,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1995,Monday,Male,17,3 years,Sport,Collision,Policy Holder,69000,1,Fraude
Oct,1995,Friday,Male,58,more than 7,Sedan,Liability,Third Party,34500,0,Legítimo
Apr,1995,Wednesday,Male,0,new,Sedan,Liability,Third Party,69000,0,Legítimo
Mar,1995,Thursday,Male,59,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1995,Wednesday,Male,56,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1995,Sunday,Male,39,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Tuesday,Male,40,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Sep,1995,Tuesday,Male,53,more than 7,Sedan,All Perils,Policy Holder,24500,1,Fraude
Nov,1995,Tuesday,Male,45,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Nov,1995,Monday,Male,39,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1995,Tuesday,Male,48,6 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Dec,1995,Thursday,Male,40,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Mar,1995,Monday,Male,51,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Sunday,Male,54,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1995,Monday,Male,69,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1995,Monday,Female,29,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1995,Thursday,Male,60,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1995,Wednesday,Male,51,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Tuesday,Male,30,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1995,Sunday,Male,23,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1995,Monday,Male,74,more than 7,Sedan,Collision,Policy Holder,64500,0,Legítimo
Dec,1995,Sunday,Male,44,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1995,Sunday,Male,33,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1995,Saturday,Male,37,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Tuesday,Male,47,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Dec,1995,Thursday,Male,40,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Dec,1995,Tuesday,Male,49,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Oct,1995,Tuesday,Male,61,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1995,Wednesday,Female,34,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Sep,1995,Friday,Male,27,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Tuesday,Male,28,6 years,Utility,All Perils,Policy Holder,69000,1,Fraude
Sep,1995,Sunday,Male,30,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1995,Tuesday,Female,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1995,Monday,Male,70,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1995,Friday,Male,30,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Feb,1995,Monday,Male,31,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1995,Wednesday,Male,45,new,Sedan,Collision,Third Party,69000,0,Legítimo
Dec,1995,Wednesday,Male,29,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1995,Thursday,Male,26,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1995,Tuesday,Male,47,more than 7,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1995,Saturday,Male,60,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Jun,1995,Friday,Male,31,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Feb,1995,Monday,Male,35,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jan,1995,Tuesday,Female,53,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jan,1995,Monday,Male,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1995,Saturday,Male,39,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1995,Wednesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Feb,1995,Thursday,Male,35,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Mar,1995,Tuesday,Male,53,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1995,Sunday,Female,39,6 years,Sedan,Liability,Policy Holder,15000,0,Legítimo
Apr,1995,Sunday,Male,40,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1995,Tuesday,Male,37,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jan,1995,Saturday,Female,39,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1995,Tuesday,Male,44,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1995,Monday,Female,30,6 years,Sedan,Collision,Third Party,15000,0,Legítimo
Oct,1995,Friday,Male,57,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1995,Saturday,Male,60,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1995,Thursday,Male,42,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1995,Friday,Male,41,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1995,Thursday,Female,38,6 years,Sedan,All Perils,Third Party,49500,0,Legítimo
Mar,1995,Wednesday,Male,79,6 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1995,Tuesday,Male,43,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1995,Monday,Male,40,7 years,Sedan,All Perils,Policy Holder,49500,0,Legítimo
Apr,1995,Wednesday,Male,59,more than 7,Sedan,All Perils,Third Party,64500,0,Legítimo
Apr,1995,Monday,Male,34,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1995,Saturday,Male,26,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
May,1995,Monday,Male,45,6 years,Sedan,All Perils,Third Party,69000,0,Legítimo
Sep,1995,Friday,Male,31,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jun,1995,Monday,Male,34,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1995,Wednesday,Male,25,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1995,Monday,Male,32,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Monday,Male,30,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Saturday,Male,49,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1995,Thursday,Male,35,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Oct,1995,Friday,Male,37,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Nov,1995,Thursday,Male,76,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1995,Saturday,Male,33,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1995,Friday,Male,27,5 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1995,Friday,Male,30,5 years,Sport,Collision,Third Party,69000,0,Legítimo
Apr,1995,Friday,Male,31,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1995,Monday,Female,38,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1995,Monday,Male,33,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Friday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1995,Monday,Male,28,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jan,1995,Tuesday,Male,28,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1995,Wednesday,Female,38,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1995,Saturday,Male,18,2 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1995,Tuesday,Male,54,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Aug,1995,Monday,Female,35,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jul,1995,Tuesday,Male,63,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1995,Wednesday,Male,57,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Saturday,Male,31,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Dec,1995,Thursday,Male,37,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Nov,1995,Saturday,Male,52,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1995,Friday,Male,28,4 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Dec,1995,Monday,Male,63,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
May,1995,Thursday,Male,29,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Saturday,Male,65,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1995,Monday,Male,59,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Sunday,Male,46,7 years,Sedan,Liability,Third Party,69000,0,Legítimo
Aug,1995,Monday,Male,56,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Saturday,Male,72,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Sep,1995,Sunday,Male,39,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Friday,Male,61,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1995,Tuesday,Male,46,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1995,Wednesday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Thursday,Male,47,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Sep,1995,Saturday,Male,22,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1995,Friday,Male,36,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1995,Sunday,Male,56,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Aug,1995,Tuesday,Male,62,7 years,Sedan,Liability,Third Party,69000,0,Legítimo
Aug,1995,Friday,Male,32,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jul,1995,Thursday,Male,39,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jul,1995,Tuesday,Male,58,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jun,1995,Tuesday,Male,39,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1995,Sunday,Female,31,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Saturday,Male,50,more than 7,Sedan,All Perils,Policy Holder,34500,1,Fraude
Dec,1995,Saturday,Male,54,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1995,Friday,Male,37,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1995,Wednesday,Male,64,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1995,Saturday,Male,21,4 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1995,Friday,Male,45,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1995,Sunday,Male,28,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1995,Sunday,Male,37,7 years,Sedan,Liability,Policy Holder,24500,1,Fraude
Sep,1995,Monday,Male,27,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1995,Sunday,Male,70,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1995,Saturday,Male,36,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1995,Thursday,Female,42,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Sep,1995,Sunday,Male,21,5 years,Sedan,Collision,Third Party,69000,0,Legítimo
Jul,1995,Monday,Male,41,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1995,Saturday,Male,27,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1995,Wednesday,Female,27,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1995,Tuesday,Male,38,more than 7,Sedan,All Perils,Third Party,69000,0,Legítimo
Jul,1995,Sunday,Male,35,7 years,Sedan,Liability,Third Party,69000,0,Legítimo
May,1995,Wednesday,Male,29,7 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
Mar,1995,Saturday,Male,64,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Feb,1995,Monday,Female,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Monday,Male,41,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Jan,1995,Tuesday,Male,30,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1995,Wednesday,Male,32,6 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Feb,1995,Wednesday,Male,54,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1995,Friday,Male,40,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1995,Sunday,Female,21,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1995,Tuesday,Male,45,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jul,1995,Wednesday,Male,37,more than 7,Sport,Collision,Third Party,69000,0,Legítimo
Apr,1995,Monday,Male,33,6 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Apr,1995,Saturday,Female,25,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1995,Friday,Female,27,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1995,Monday,Male,29,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1995,Monday,Male,31,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1995,Sunday,Male,42,7 years,Sedan,Liability,Third Party,34500,0,Legítimo
Oct,1995,Wednesday,Male,50,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Oct,1995,Monday,Male,38,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1995,Monday,Male,35,5 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Sep,1995,Monday,Male,27,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Jul,1995,Friday,Male,57,6 years,Utility,All Perils,Policy Holder,49500,0,Legítimo
Jul,1995,Friday,Male,32,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1995,Friday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1995,Monday,Male,61,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1995,Friday,Male,52,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Apr,1995,Sunday,Male,32,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Mar,1995,Friday,Female,55,more than 7,Sedan,All Perils,Third Party,69000,0,Legítimo
Jan,1995,Thursday,Male,26,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1995,Friday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Oct,1995,Thursday,Male,35,6 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jan,1995,Sunday,Male,31,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1995,Friday,Male,34,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1995,Thursday,Male,46,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Apr,1995,Saturday,Male,28,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1995,Saturday,Female,26,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1995,Tuesday,Male,42,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Dec,1995,Friday,Male,47,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1995,Sunday,Male,44,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1995,Tuesday,Male,56,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1995,Saturday,Male,50,more than 7,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1995,Sunday,Male,80,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1995,Saturday,Male,29,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1995,Wednesday,Male,27,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1995,Tuesday,Male,42,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Dec,1995,Tuesday,Male,42,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1995,Wednesday,Male,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1995,Friday,Male,58,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Dec,1995,Monday,Male,65,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Tuesday,Male,43,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Nov,1995,Thursday,Male,28,5 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Nov,1995,Wednesday,Male,18,2 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1995,Saturday,Male,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1995,Wednesday,Male,44,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1995,Tuesday,Female,27,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1995,Monday,Male,33,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1995,Friday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1995,Saturday,Male,26,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1995,Wednesday,Female,31,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1995,Sunday,Male,45,7 years,Sedan,Collision,Third Party,15000,0,Legítimo
Mar,1995,Monday,Male,29,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Feb,1995,Monday,Female,35,6 years,Sedan,Collision,Third Party,15000,0,Legítimo
Feb,1995,Thursday,Male,37,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1995,Friday,Male,64,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Jun,1995,Saturday,Male,28,6 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Apr,1995,Tuesday,Male,37,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
May,1995,Saturday,Male,48,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
May,1995,Monday,Male,46,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
May,1995,Monday,Male,35,7 years,Sport,Collision,Third Party,69000,0,Legítimo
May,1995,Wednesday,Male,64,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
May,1995,Friday,Male,31,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1995,Tuesday,Female,50,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Aug,1995,Wednesday,Male,53,more than 7,Sedan,Liability,Third Party,24500,0,Legítimo
Jul,1995,Friday,Female,29,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Friday,Male,65,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Sep,1995,Wednesday,Male,66,more than 7,Utility,All Perils,Policy Holder,69000,1,Fraude
Oct,1995,Tuesday,Male,44,7 years,Sedan,Liability,Policy Holder,64500,0,Legítimo
Apr,1995,Wednesday,Male,35,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1995,Tuesday,Male,34,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1995,Tuesday,Female,29,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Wednesday,Female,36,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1995,Monday,Male,33,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1995,Thursday,Male,41,6 years,Sedan,All Perils,Third Party,34500,0,Legítimo
Jan,1995,Sunday,Male,43,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Wednesday,Male,59,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1995,Wednesday,Male,34,6 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1995,Tuesday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1995,Wednesday,Female,35,7 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
May,1995,Tuesday,Male,43,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1995,Saturday,Male,29,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Jul,1995,Wednesday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1995,Monday,Male,59,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1995,Friday,Male,53,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1995,Sunday,Male,29,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1995,Saturday,Male,58,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Aug,1995,Sunday,Male,41,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1995,Tuesday,Male,29,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1995,Monday,Male,60,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1995,Saturday,Male,58,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Feb,1995,Monday,Male,47,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Thursday,Male,55,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Apr,1995,Thursday,Male,51,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1995,Wednesday,Male,28,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1995,Tuesday,Male,46,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1995,Wednesday,Male,32,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1995,Friday,Male,55,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1995,Thursday,Female,39,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Mar,1995,Saturday,Male,35,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1995,Thursday,Female,23,4 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1995,Friday,Male,43,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Mar,1995,Sunday,Male,51,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1995,Tuesday,Female,41,7 years,Sedan,Collision,Third Party,15000,0,Legítimo
Oct,1995,Friday,Male,44,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Dec,1995,Saturday,Male,20,2 years,Sedan,Collision,Third Party,24500,0,Legítimo
Dec,1995,Tuesday,Male,37,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
